Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
551780,ADMINISTRATIVE RETIREMENTS BEN,TEACHERS RETIREMENT SYSTEM,Internal,"Technology, Data & Innovation",58700.0,117000.0
539117,DEPUTY COMMISSIONER (DEP),DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",231796.0,231796.0
537222,ADMINISTRATIVE STAFF ANALYST (,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,88936.0,223761.0
535756,CIVIL ENGINEER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning",80557.0,111917.0
534580,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,External,Social Services,36390.0,41848.0
460998,ADMINISTRATIVE CONSTRUCTION PR,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning",180000.0,185000.0
523967,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,External,Constituent Services & Community Programs,54100.0,83981.0
532228,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,Internal,Administration & Human Resources Constituent Services & Community Programs,54100.0,83981.0
529297,COMMUNITY ASSISTANT,ADMIN FOR CHILDREN'S SVCS,External,Social Services,32520.0,37398.0
527823,CARPENTER,NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,53.58,53.58
544398,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,External,"Constituent Services & Community Programs Engineering, Architecture, & Planning",54100.0,83981.0
546488,BUSINESS RESEARCH & DATA ANALY,DEPARTMENT OF FINANCE,Internal,"Technology, Data & Innovation Policy, Research & Analysis",97138.0,105000.0
529659,ANALYST CFB AL 2&3 ONLY,CAMPAIGN FINANCE BOARD,Internal,"Technology, Data & Innovation",60000.0,80000.0
551407,ADMINISTRATIVE STAFF ANALYST (,DEPT OF PARKS & RECREATION,External,"Engineering, Architecture, & Planning Technology, Data & Innovation",140000.0,150000.0
547191,EXECUTIVE AGENCY COUNSEL,DEPARTMENT OF CORRECTION,External,Legal Affairs,125000.0,135000.0
535175,CITY RESEARCH SCIENTIST,DEPT OF CITYWIDE ADMIN SVCS,External,"Policy, Research & Analysis",84468.0,97138.0
534323,INVESTIGATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",41483.0,47705.0
534745,STAFF ANALYST,DEPARTMENT FOR THE AGING,Internal,"Finance, Accounting, & Procurement Social Services",62470.0,71840.0
500294,INVESTIGATOR (DISCIPLINE) (DOC,DEPARTMENT OF CORRECTION,External,"Public Safety, Inspections, & Enforcement",58167.0,58167.0
500087,SUPERVISOR OF NURSES,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,93733.0,93733.0
550910,COLLEGE AIDE (ALL CITY DEPTS),TAXI & LIMOUSINE COMMISSION,External,"Technology, Data & Innovation",15.5,19.9
550929,CLAIM SPECIALIST,LAW DEPARTMENT,Internal,Legal Affairs,41483.0,47705.0
550929,CLAIM SPECIALIST,LAW DEPARTMENT,Internal,Legal Affairs,41483.0,47705.0
521663,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources,53057.0,61015.0
552550,EXECUTIVE AGENCY COUNSEL,DEPT OF ENVIRONMENT PROTECTION,External,Administration & Human Resources Legal Affairs,80931.0,195000.0
527849,EXECUTIVE AGENCY COUNSEL,DEPT OF CITYWIDE ADMIN SVCS,External,Legal Affairs,145000.0,180000.0
255500,ASSOCIATE PUBLIC HEALTH SANITA,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,54457.0,84641.0
542756,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",84451.0,113550.0
537744,MARINE ENGINEER (DC),DEPARTMENT OF CORRECTION,External,Building Operations & Maintenance,59938.0,64231.0
539181,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,45722.0
492447,COMMUNITY COORDINATOR,DEPARTMENT FOR THE AGING,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
546485,ANALYST CFB AL 2&3 ONLY,CAMPAIGN FINANCE BOARD,Internal,Constituent Services & Community Programs,55000.0,70000.0
533979,CERTIFIED IT ADMINISTRATOR (LA,NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",85371.0,119883.0
537312,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,External,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Health Public Safety, Inspections, & Enforcement",54100.0,83981.0
509609,COLLEGE AIDE (ALL CITY DEPTS),TECHNOLOGY & INNOVATION,External,"Technology, Data & Innovation",15.5,17.3
366589,PROGRAM EVALUATOR (ACS),ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,61850.0,76745.0
547829,CITY RESEARCH SCIENTIST,BRONX DISTRICT ATTORNEY,External,"Technology, Data & Innovation Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",86830.0,86830.0
542747,COMMUNITY COORDINATOR,BRONX DISTRICT ATTORNEY,Internal,Legal Affairs,62215.0,62215.0
542750,EXECUTIVE AGENCY COUNSEL,ADMIN TRIALS AND HEARINGS,Internal,Legal Affairs,63301.0,106350.0
541795,COMMUNITY ASSISTANT,DEPT. OF HOMELESS SERVICES,Internal,Administration & Human Resources Social Services,32520.0,42191.0
530537,AGENCY ATTORNEY INTERNE,NYC HOUSING AUTHORITY,External,Legal Affairs,62397.0,75760.0
540887,COMMUNITY ASSOCIATE,BRONX DISTRICT ATTORNEY,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement Social Services",50000.0,63794.0
542044,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,External,Legal Affairs,79620.0,117541.0
552331,PLUMBER'S HELPER,DEPT OF ENVIRONMENT PROTECTION,External,Building Operations & Maintenance,258.65,258.65
538214,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,54100.0,83981.0
546237,PROJECT MANAGER INTERN#,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",59265.0,59265.0
523094,CHILD AND FAMILY SPECIALIST,ADMIN FOR CHILDREN'S SVCS,External,Social Services,73027.0,83981.0
548453,COLLEGE AIDE (ALL CITY DEPTS),OFFICE OF THE COMPTROLLER,External,Constituent Services & Community Programs,15.5,19.9
541356,SENIOR RACKETS INVESTIGATOR,BRONX DISTRICT ATTORNEY,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",70877.0,70877.0
550611,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,Internal,"Finance, Accounting, & Procurement",54100.0,62215.0
537778,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",120000.0,128000.0
540825,CITY RESEARCH SCIENTIST,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",75504.0,86830.0
544432,ADMINISTRATIVE LABOR RELATIONS,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Administration & Human Resources,88936.0,160899.0
466099,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",98388.0,98388.0
550774,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",94715.0,115000.0
551791,COLLEGE AIDE (ALL CITY DEPTS),TEACHERS RETIREMENT SYSTEM,External,"Policy, Research & Analysis",16.5,16.5
549940,ASSOCIATE REAL PROPERTY MANAGE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,54997.0,63247.0
487260,CLERICAL ASSOCIATE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,40017.0,59000.0
548847,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,External,"Policy, Research & Analysis",71423.0,82137.0
533614,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",120000.0,140000.0
550888,AUTO MECHANIC,DEPARTMENT OF CORRECTION,External,Building Operations & Maintenance,37.28,43.4
549661,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
482129,ECONOMIST,NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis",59422.0,92758.0
545088,CORRECTIONAL STANDARDS REVIEW,DEPARTMENT OF CORRECTION,External,"Public Safety, Inspections, & Enforcement",61302.0,70497.0
532052,CARETAKER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,31836.0,46278.0
552773,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
524525,COMPUTER ASSOC (SOFTWARE),ADMIN TRIALS AND HEARINGS,External,"Technology, Data & Innovation",66597.0,76587.0
542660,SPEC CONSULTANT (MHSS) (AL 2),DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,71379.0,82086.0
548470,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",103307.0,103307.0
496878,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,75504.0,86830.0
551046,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,54100.0,83981.0
533087,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,External,"Technology, Data & Innovation",80000.0,100000.0
544398,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,Internal,"Constituent Services & Community Programs Engineering, Architecture, & Planning",54100.0,83981.0
537040,ADMINISTRATIVE REAL PROPERTY M,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Policy, Research & Analysis",93730.0,93730.0
551656,AGENCY ATTORNEY,CAMPAIGN FINANCE BOARD,Internal,Legal Affairs,75000.0,80000.0
390540,ASSOCIATE STAFF ANALYST,LAW DEPARTMENT,Internal,Administration & Human Resources Building Operations & Maintenance,65731.0,75591.0
533903,ELECTRICIAN,DEPT. OF HOMELESS SERVICES,External,Building Operations & Maintenance Social Services,440.16,440.16
519538,CHILD AND FAMILY SPECIALIST,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,73027.0,87622.0
527813,SUPERVISOR PLUMBER,NYC HOUSING AUTHORITY,Internal,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",55.29,55.29
549333,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,Internal,Administration & Human Resources,32850.0,40017.0
541795,COMMUNITY ASSISTANT,DEPT. OF HOMELESS SERVICES,External,Administration & Human Resources Social Services,32520.0,42191.0
533056,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,Internal,"Communications & Intergovernmental Affairs Policy, Research & Analysis",72038.0,140000.0
539400,COMMUNITY COORDINATOR,MANHATTAN COMMUNITY BOARD #1,Internal,"Engineering, Architecture, & Planning",60000.0,60000.0
439609,CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,51132.0,78966.0
552101,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",80000.0,90000.0
552563,ADMIN COMMUNITY RELATIONS SPEC,DEPARTMENT OF BUILDINGS,External,Administration & Human Resources,64749.0,120000.0
546434,DISABILITY COORDINATOR,DEPARTMENT OF FINANCE,External,"Communications & Intergovernmental Affairs Policy, Research & Analysis",76294.0,108156.0
550619,TRAFFIC CONTROL INSPECTOR,DEPARTMENT OF TRANSPORTATION,Internal,"Public Safety, Inspections, & Enforcement",49930.0,70888.0
520520,ELECTRICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",67757.0,98128.0
546688,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",36812.0,84395.0
551656,AGENCY ATTORNEY,CAMPAIGN FINANCE BOARD,External,Legal Affairs,75000.0,80000.0
550763,COMMUNITY COORDINATOR,BRONX DISTRICT ATTORNEY,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",65000.0,65000.0
549288,COMMUNITY COORDINATOR,DISTRICT ATTORNEY KINGS COUNTY,External,"Finance, Accounting, & Procurement",65000.0,65000.0
544808,BUDGET ANALYST (COMPTROLLER),OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",85000.0,108000.0
534690,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
542900,FRAUD INVESTIGATOR,DEPT. OF HOMELESS SERVICES,Internal,"Public Safety, Inspections, & Enforcement Social Services",51079.0,80478.0
546612,ASSISTANT COMMISSIONER (DBS),DEPARTMENT OF BUSINESS SERV.,External,Constituent Services & Community Programs,88936.0,223761.0
352367,ECONOMIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Finance, Accounting, & Procurement",42288.0,59400.0
531027,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,External,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Technology, Data & Innovation Policy, Research & Analysis",60000.0,90000.0
539147,CITY PLANNER,DEPARTMENT OF TRANSPORTATION,Internal,"Finance, Accounting, & Procurement",65208.0,95993.0
509095,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,47155.0,58566.0
474228,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,54100.0,62215.0
552196,CUSTODIAN,LAW DEPARTMENT,Internal,Building Operations & Maintenance,17.42,19.6849
534979,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",57078.0,65640.0
533015,CONTRACT SPECIALIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Finance, Accounting, & Procurement Health",51132.0,58802.0
541078,ASSISTANT MECHANICAL ENGINEER,FIRE DEPARTMENT,External,"Public Safety, Inspections, & Enforcement",57078.0,85646.0
551217,DISTRICT MANAGER,BRONX COMMUNITY BOARD #1,External,Constituent Services & Community Programs,58700.0,100000.0
534511,SPECIAL OFFICER,DEPT. OF HOMELESS SERVICES,External,"Public Safety, Inspections, & Enforcement",34834.0,50207.0
552380,IT INFRASTRUCTURE ENGINEER,DEPT OF PARKS & RECREATION,Internal,"Technology, Data & Innovation",85000.0,95000.0
552380,IT INFRASTRUCTURE ENGINEER,DEPT OF PARKS & RECREATION,Internal,"Technology, Data & Innovation",85000.0,95000.0
532837,COMMUNITY COORDINATOR,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Constituent Services & Community Programs Policy, Research & Analysis",54100.0,83981.0
539343,AGENCY ATTORNEY,FIRE DEPARTMENT,Internal,Legal Affairs,79620.0,117541.0
540848,CITY RESEARCH SCIENTIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",75504.0,94761.0
529257,COMMUNITY COORDINATOR,HRA/DEPT OF SOCIAL SERVICES,External,Social Services,54100.0,68048.0
548640,COMMUNITY COORDINATOR,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,54100.0,83981.0
464235,GEOLOGIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",49328.0,56727.0
539686,SENIOR POLICE ADMINISTRATIVE A,POLICE DEPARTMENT,Internal,Administration & Human Resources,43929.0,57093.0
534323,INVESTIGATOR,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",41483.0,47705.0
551610,CITY PLANNER,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",65208.0,74989.0
550421,ECONOMIST,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",59422.0,68335.0
538070,EXTERMINATOR,DEPARTMENT OF CORRECTION,Internal,Building Operations & Maintenance,34027.0,47967.0
545830,LICENSED BARBER (CORRECTION),DEPARTMENT OF CORRECTION,Internal,Health,35197.0,40477.0
552389,INVESTMENT MANAGER (COMPTROLLE,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",110000.0,133900.0
539563,BUSINESS RESEARCH & DATA ANALY,DEPARTMENT OF FINANCE,Internal,"Technology, Data & Innovation Policy, Research & Analysis",80517.0,94961.0
532415,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,Internal,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",150000.0,175000.0
548937,PLAN EXAMINER (BLDGS),DEPARTMENT OF BUILDINGS,Internal,"Engineering, Architecture, & Planning",70341.0,80892.0
551632,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,74650.0,85847.0
537649,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",84451.0,113550.0
550761,HOUSING EXTERMINATOR (HA),NYC HOUSING AUTHORITY,External,Building Operations & Maintenance,33558.0,54820.0
431088,ADMIN COMMUNITY RELATIONS SPEC,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,54643.0,98280.0
545409,AGENCY ATTORNEY,FIRE DEPARTMENT,External,Legal Affairs,79620.0,117541.0
523130,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
539056,COMMUNITY COORDINATOR,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,54100.0,62215.0
533124,COMMUNITY COORDINATOR,ADMIN TRIALS AND HEARINGS,External,Constituent Services & Community Programs,54100.0,62215.0
541826,ADMINISTRATIVE PROJECT MANAGER,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Public Safety, Inspections, & Enforcement",80000.0,87753.0
463465,CITY SEASONAL AIDE,DEPT OF ENVIRONMENT PROTECTION,Internal,Building Operations & Maintenance,15.45,15.45
540825,CITY RESEARCH SCIENTIST,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",75504.0,86830.0
544492,City Mortuary Technician,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,38811.0,44633.0
549888,CLIMBER & PRUNER,DEPARTMENT OF TRANSPORTATION,External,Building Operations & Maintenance,55806.0,69093.0
545931,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,Internal,Legal Affairs,95000.0,95000.0
483619,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,47155.0,58566.0
539621,CITY PEST CONTROL AIDE,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",31377.0,36083.0
539176,ASSOCIATE PUBLIC HEALTH SANITA,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",67335.0,77435.0
550239,CARETAKER (HA),NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,31836.0,46278.0
544735,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF TRANSPORTATION,Internal,"Finance, Accounting, & Procurement",84451.0,113550.0
534054,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,External,Legal Affairs,63228.0,96526.0
531088,ASSISTANT DISTRICT ATTORNEY (S,DISTRICT ATTORNEY RICHMOND COU,Internal,Legal Affairs,0.0,73500.0
527605,ADMINISTRATIVE PUBLIC HEALTH S,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",58700.0,105000.0
544216,COMPUTER SPECIALIST (SOFTWARE),DEPT OF YOUTH & COMM DEV SRVS,External,"Technology, Data & Innovation",92194.0,119610.0
534702,ASSISTANT ELECTRICAL ENGINEER,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning",57078.0,85646.0
547501,ADMINISTRATIVE  PROGRAM OFFICE,DEPARTMENT FOR THE AGING,Internal,Constituent Services & Community Programs Social Services,90000.0,95000.0
544326,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",53702.0,148745.0
549164,ADMINISTRATIVE PUBLIC INFORMAT,DEPARTMENT OF CORRECTION,Internal,Communications & Intergovernmental Affairs,95000.0,115000.0
540878,COMMUNITY ASSOCIATE,BRONX DISTRICT ATTORNEY,External,"Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement",44083.0,63794.0
535321,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF ENVIRONMENT PROTECTION,Internal,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",58695.0,67499.0
538109,AGENCY ATTORNEY,DEPT OF ENVIRONMENT PROTECTION,Internal,Legal Affairs,71423.0,82137.0
451985,ADMINISTRATIVE QUALITY ASSURAN,NYC HOUSING AUTHORITY,External,"Finance, Accounting, & Procurement",120000.0,135000.0
544474,EXAMINING ATTORNEY (MANAGERIAL,DEPARTMENT OF INVESTIGATION,Internal,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",72038.0,150000.0
549620,COMMUNITY COORDINATOR,BUSINESS INTEGRITY COMMISSION,Internal,"Policy, Research & Analysis",54100.0,62215.0
535696,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",45722.0,45722.0
551398,CITY PLANNER,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",73294.0,84288.0
528680,CONFIDENTIAL AGENCY INVESTIGAT,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Social Services,64922.0,95000.0
385235,MEDICOLEGAL ANALYST (LAW DEPT),LAW DEPARTMENT,Internal,Health Legal Affairs,61950.0,81801.0
539618,EXTERMINATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",34027.0,47967.0
481622,DIRECTOR OF FIELD OPERATIONS (,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,58700.0,102226.0
532099,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,71423.0,107032.0
536474,ADMINISTRATIVE INVESTIGATOR,HRA/DEPT OF SOCIAL SERVICES,Internal,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement Social Services",87277.0,147673.0
552121,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,74650.0,85847.0
540735,COMMUNITY ASSISTANT,BRONX DISTRICT ATTORNEY,External,"Legal Affairs Public Safety, Inspections, & Enforcement",37398.0,37398.0
465593,ASSOCIATE STAFF ANALYST,DEPT OF ENVIRONMENT PROTECTION,Internal,Constituent Services & Community Programs,65731.0,97873.0
518531,COMMUNITY COORDINATOR,NYC HOUSING AUTHORITY,Internal,Constituent Services & Community Programs,54100.0,83981.0
541826,ADMINISTRATIVE PROJECT MANAGER,DEPT OF CITYWIDE ADMIN SVCS,External,"Public Safety, Inspections, & Enforcement",80000.0,87753.0
546697,COMPUTER ASSOC (TECH SUPP),OFF OF PAYROLL ADMINISTRATION,Internal,"Technology, Data & Innovation Policy, Research & Analysis",51345.0,65000.0
549033,CLERICAL ASSOCIATE,CONSUMER AND WORKER PROTECTION,External,Legal Affairs,40017.0,52242.0
496464,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,Internal,Constituent Services & Community Programs,54100.0,83981.0
547149,PRINCIPAL ADMINISTRATIVE ASSOC,ADMIN FOR CHILDREN'S SVCS,External,Administration & Human Resources,67499.0,73500.0
268905,DIRECTOR OF FIELD OPERATIONS (,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,54643.0,94478.0
528274,COMMUNITY ASSISTANT,DEPT OF HEALTH/MENTAL HYGIENE,External,Administration & Human Resources Communications & Intergovernmental Affairs Health,15.5747,17.9109
543895,ADMINISTRATIVE PROCUREMENT ANA,DISTRICT ATTORNEY RICHMOND COU,Internal,"Finance, Accounting, & Procurement",58700.0,161534.0
549801,COMPUTER SPECIALIST (SOFTWARE),HOUSING PRESERVATION & DVLPMNT,External,"Technology, Data & Innovation",85371.0,98177.0
532209,ASSOCIATE PROJECT MANAGER,DEPT OF HEALTH/MENTAL HYGIENE,External,Administration & Human Resources Health,67757.0,77921.0
550986,ADMINISTRATIVE HOUSING SUPERIN,NYC HOUSING AUTHORITY,External,Administration & Human Resources,58700.0,161534.0
531977,SENIOR DETECTIVE INVESTIGATOR,DISTRICT ATTORNEY RICHMOND COU,External,"Legal Affairs Public Safety, Inspections, & Enforcement",70877.0,82730.0
529221,ASSOCIATE STAFF ANALYST,HRA/DEPT OF SOCIAL SERVICES,External,"Policy, Research & Analysis Social Services",70611.0,86887.0
510487,LICENSED BARBER (CORRECTION),DEPARTMENT OF CORRECTION,External,Health,35197.0,47467.0
531014,COMMUNITY COORDINATOR,HRA/DEPT OF SOCIAL SERVICES,External,Social Services,54100.0,62215.0
534519,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",53702.0,148745.0
531522,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
529910,ASSISTANT ARCHITECT,NYC HOUSING AUTHORITY,External,"Engineering, Architecture, & Planning",57078.0,85646.0
516250,AGENCY ATTORNEY,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health Legal Affairs,71423.0,95000.0
543281,ASSOCIATE PROJECT MANAGER,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",90114.0,122168.0
435593,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,Internal,Communications & Intergovernmental Affairs,54100.0,62215.0
550488,CUSTOMER INFORMATION REP,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",37413.0,48940.0
546599,TESTS AND MEASUREMENT SPECIAL,DEPT OF CITYWIDE ADMIN SVCS,Internal,Administration & Human Resources,62204.0,71535.0
541171,MOTOR VEHICLE OPERATOR,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,39963.0,45957.0
547536,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF SANITATION,External,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Health Technology, Data & Innovation Policy, Research & Analysis Social Services",15.5,19.9
527793,PLUMBER'S HELPER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,36.95,36.95
533783,COMMUNITY COORDINATOR,DEPARTMENT FOR THE AGING,External,Communications & Intergovernmental Affairs Social Services,29.6114,34.05
501897,COMMUNITY ASSISTANT,HUMAN RIGHTS COMMISSION,External,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement Social Services",15.5747,17.9109
533906,PAINTER,DEPT. OF HOMELESS SERVICES,External,Building Operations & Maintenance Social Services,315.07,315.07
